"profile","group","percentile","n_control","n_treated","estimate","lower","upper","width","trial_estimate","trial_lower","trial_upper","trial_width","width_ratio","q","repetition","calibration","reference_disagreement","full_cohort_n_control","full_cohort_n_treated","supported"
"1.1:0.5","1.1",0.5,108,60,7.97071124501073,2.69211203940798,16.2948619551607,13.6027499157527,8.34088352986697,2.99391181339717,16.7805884696642,13.786676656267,0.986659095219248,0.4,1,"lasso",-4.81341277467993,279,164,TRUE
"1.1:0.75","1.1",0.75,83,60,6.66465418094609,1.15083573620704,17.3391046251529,16.1882688889458,6.71877451359111,1.17287155090121,17.4422234884007,16.2693519374995,0.995016209074264,0.4,1,"lasso",-3.47713968305209,189,150,TRUE
"2.1:0.25","2.1",0.25,98,70,16.3617553051757,10.1099441373287,21.1717157326879,11.0617715953592,16.7374535927482,10.3572261297686,21.2682385779729,10.9110124482043,1.01381715472057,0.4,1,"lasso",2.97539477180486,261,180,TRUE
"2.1:0.5","2.1",0.5,98,70,19.4198117320927,14.6184814300696,26.0758402600106,11.4573588299411,19.7601634624549,14.9452263495591,25.9802914016793,11.0350650521202,1.03826835418064,0.4,1,"lasso",3.15170937069477,261,180,TRUE
"2.1:0.75","2.1",0.75,98,70,17.9242701436306,12.074968507403,24.1671024746432,12.0921339672402,18.0991617793183,11.5510685136505,23.9916079825695,12.440539468919,0.971994341358809,0.4,1,"lasso",1.21235789861773,261,180,TRUE
"1.2:0.25","1.2",0.25,121,103,4.24708003525483,-1.68846651382038,14.8268437561278,16.5153102699481,4.45837782856015,-1.55560344511573,15.2160242716491,16.7716277167648,0.984717199120721,0.4,1,"lasso",-2.30604023188502,303,251,TRUE
"1.2:0.5","1.2",0.5,121,103,7.49926785881475,2.18508626149484,18.8026897025622,16.6176034410673,7.69406082426154,2.13494146594183,19.1969181046087,17.0619766386669,0.973955350718716,0.4,1,"lasso",-1.90471596737554,303,251,TRUE
"1.2:0.75","1.2",0.75,121,103,6.59937216073329,1.07446456542344,17.2497895098036,16.1753249443801,6.6479790064792,1.10437455604191,17.3345045665376,16.2301300104957,0.996623251564826,0.4,1,"lasso",-3.5444642370669,303,251,TRUE
"2.2:0.25","2.2",0.25,7,8,17.637394856994,11.8254910040125,23.2796004464401,11.4541094424276,18.015373285176,12.1702055775691,23.3567367061983,11.1865311286293,1.02391968615843,0.4,1,"lasso",3.22157964652039,26,22,TRUE
"2.2:0.5","2.2",0.5,110,90,18.5805608258305,13.7743932871864,31.0706486357682,17.2962553485819,18.7414183685588,13.6103047438482,31.7195727995535,18.1092680557053,0.955105159158144,0.4,1,"lasso",5.95436342454271,289,224,TRUE
"2.2:0.75","2.2",0.75,110,90,17.0494629032034,11.6587027244952,25.7663580342788,14.1076553097835,17.0567235617486,11.5379808228635,26.0410527327936,14.5030719099301,0.972735665753971,0.4,1,"lasso",4.12909240006542,289,224,TRUE
"1.Missing:0.25","1.Missing",0.25,4,6,1.32918293892231,-4.96486348858961,10.8224483825723,15.7873118711619,1.53066504142835,-4.78698201775974,11.4971296816336,16.2841116993933,0.96949174524209,0.4,1,"lasso",-2.91581030059433,11,15,TRUE
"1.Missing:0.5","1.Missing",0.5,4,6,6.87978317250017,1.348986665142,18.2213463981789,16.8723597330369,7.08987834751291,1.43251337295891,18.6683282616484,17.2358148886895,0.978912795362459,0.4,1,"lasso",-1.85787059546346,11,15,TRUE
"1.Missing:0.75","1.Missing",0.75,4,6,6.75054424278019,1.25146835367813,17.4731445189506,16.2216761652725,6.81198087129809,1.26308698398489,17.5872455261178,16.3241585421329,0.993722042297256,0.4,1,"lasso",-3.38793028222195,11,15,TRUE
"2.Missing:0.25","2.Missing",0.25,5,4,14.270028592391,9.62439498147444,25.9598026711496,16.3354076896752,14.477599833048,9.38785185173897,26.8195846649711,17.4317328132322,0.937107507595301,0.4,1,"lasso",5.67430365165751,18,9,TRUE
"2.Missing:0.5","2.Missing",0.5,5,4,16.291106555255,11.3216577764383,28.9221406855295,17.6004829090912,16.5047794035438,10.9836462434676,29.7650357302134,18.7813894867458,0.937123577651803,0.4,1,"lasso",6.08959007171326,18,9,TRUE
"1.1:0.25","1.1",0.25,110,76,10.9840946704896,6.13469209708608,19.9734289009797,13.8387368038936,8.09733537215094,3.72650060519304,17.8175127821698,14.0910121769767,0.982096717402934,0.5,1,"intercept",6.25679961168518,189,150,TRUE
"1.1:0.5","1.1",0.5,136,78,11.7494375995496,3.26750140222819,17.4246460702081,14.1571446679799,12.1484147970088,7.23258173189969,17.7571830555432,10.5246013236435,1.3451478334078,0.5,1,"intercept",-1.03468642014107,279,164,TRUE
"1.1:0.75","1.1",0.75,110,76,9.86408438552003,4.57320471103811,20.1689701298389,15.5957654188008,9.77354558146623,5.09353842383056,20.3378200153733,15.2442815915428,1.02305676559091,0.5,1,"intercept",-0.277709478478142,189,150,TRUE
"2.1:0.25","2.1",0.25,134,99,15.6287924728229,7.2416143166439,23.236663687513,15.9950493708691,16.1096197663116,8.70149073287365,23.3633799620502,14.6618892291766,1.09092690040514,0.5,1,"intercept",2.24243193945203,261,180,TRUE
"2.1:0.5","2.1",0.5,134,99,15.5108360080162,7.47612416232889,23.9323260940641,16.4562019317352,17.1892014874511,8.62220629158282,25.2928408555328,16.67063456395,0.987137104386029,0.5,1,"intercept",-0.75726635338175,261,180,TRUE
"2.1:0.75","2.1",0.75,134,99,13.76068374771,1.73920121740696,23.6733440518297,21.9341428344227,16.6764343349861,7.88443037614299,25.5203924042545,17.6359620281115,1.24371683265478,0.5,1,"intercept",-2.95122849730284,261,180,TRUE
"1.2:0.25","1.2",0.25,148,129,11.2357972609271,6.16913135338553,20.6217921054227,14.4526607520371,8.90932201892088,4.91378957745804,17.9866866079322,13.0728970304742,1.1055438376319,0.5,1,"intercept",4.68267699378727,303,251,TRUE
"1.2:0.5","1.2",0.5,148,129,11.3189443757213,5.98268489977744,21.3474078559389,15.3647229561615,10.0556836666164,6.15064013619844,19.4447334243101,13.2940932881116,1.1557556144052,0.5,1,"intercept",1.91496054953103,303,251,TRUE
"1.2:0.75","1.2",0.75,148,129,9.80459507250534,4.46093228400553,20.1143839539677,15.6534516699622,9.75102056904552,5.01571082747346,20.3596667555218,15.3439559280484,1.02017053120884,0.5,1,"intercept",-0.339241325294852,303,251,TRUE
"2.2:0.25","2.2",0.25,15,12,15.7480060920829,8.00555891965508,23.5239867685264,15.5184278488714,16.5585409405238,8.7335276757436,24.1047131008582,15.3711854251146,1.00957911961144,0.5,1,"intercept",1.33219088160926,26,22,TRUE
"2.2:0.5","2.2",0.5,135,127,15.0117666682764,10.1579429783677,21.4071781707637,11.249235192396,14.9673196920033,10.419412166504,21.1810741383593,10.7616619718554,1.04530649836575,0.5,1,"intercept",2.38556926698863,289,224,TRUE
"2.2:0.75","2.2",0.75,135,127,13.3762784181941,7.36814497740397,19.2717149557552,11.9035699783512,14.4410474652243,9.22322193484826,21.1189695661396,11.8957476312913,1.0006575750682,0.5,1,"intercept",0.455907915056175,289,224,TRUE
"1.Missing:0.25","1.Missing",0.25,3,6,10.9176011030165,6.12559094969799,19.8021556085069,13.6765646588089,7.88284267629445,3.24306918616122,17.8000186109326,14.5569494247714,0.93952134198774,0.5,1,"intercept",6.67260786349989,11,15,TRUE
"1.Missing:0.5","1.Missing",0.5,3,6,11.4233839751414,6.12229508198599,21.2924417998873,15.1701467179013,9.83631049279471,5.95984739104418,19.0606727968159,13.1008254057717,1.15795350659493,0.5,1,"intercept",2.68573020717774,11,15,TRUE
"1.Missing:0.75","1.Missing",0.75,3,6,9.94296969367089,4.66399422734445,20.2412146829497,15.5772204556052,9.80317604069077,5.19661877386525,20.3085316884694,15.1119129146041,1.03079077702674,0.5,1,"intercept",-0.195504831331256,11,15,TRUE
"2.Missing:0.25","2.Missing",0.25,9,7,15.147271954662,9.28948957034095,20.6419719338752,11.3524823635343,13.4458367264986,7.30914651954841,19.7778859868235,12.4687394672751,0.910475545128635,0.5,1,"intercept",6.55154701392848,18,9,TRUE
"2.Missing:0.5","2.Missing",0.5,9,7,15.3607728278102,10.0103390478219,21.07917563821,11.0688365903881,14.1568844246455,8.71060379591573,20.069927095341,11.3593232994253,0.974427463557453,0.5,1,"intercept",5.15925634426848,18,9,TRUE
"1.1:0.25","1.1",0.25,110,76,8.48535852106367,4.19560875464331,17.7980250142578,13.6024162596145,8.08820517040047,3.4214213936027,18.1802488738303,14.7588274802276,0.921646131973397,0.5,1,"ridge",3.75806346225923,189,150,TRUE
"1.1:0.5","1.1",0.5,136,78,12.1008049120746,7.7035673184824,17.6033923770338,9.89982505855136,12.125861940991,7.73243926163109,17.5648962010889,9.83245693945782,1.00685160581006,0.5,1,"ridge",-0.683319107616079,279,164,TRUE
"1.1:0.75","1.1",0.75,110,76,9.67630090282396,5.07810591992722,20.2224591159034,15.1443531959762,9.76690468039652,5.12251951307362,20.3052808861606,15.182761373087,0.997470277233043,0.5,1,"ridge",-0.465492961174212,189,150,TRUE
"2.1:0.25","2.1",0.25,134,99,16.0972322359322,8.69878108379581,23.5014386403155,14.8026575565196,16.1021662868848,8.91077715671069,23.4121256712673,14.5013485145566,1.02077800155348,0.5,1,"ridge",2.71087170256133,261,180,TRUE
"2.1:0.5","2.1",0.5,134,99,16.9619489347778,8.53227431396122,24.7043881049352,16.1721137909739,17.1778782483291,8.56128356686098,25.2779073019766,16.7166237351156,0.967427038332036,0.5,1,"ridge",0.693846573379833,261,180,TRUE
"2.1:0.75","2.1",0.75,134,99,16.2588549954732,8.02642740569555,25.2371915171975,17.2107641115019,16.6833317306107,7.91087235521387,26.0879917669646,18.1771194117507,0.946836719374575,0.5,1,"ridge",-0.4530572495397,261,180,TRUE
"1.2:0.25","1.2",0.25,148,129,9.19084536406013,5.21378384851072,18.5378677161689,13.3240838676581,8.89419351990079,4.39348226929916,18.361911191349,13.9684289220498,0.953871329554139,0.5,1,"ridge",2.63772509692028,303,251,TRUE
"1.2:0.5","1.2",0.5,148,129,10.1427864653783,6.26663365167175,19.7313211719032,13.4646875202314,10.0345557790865,5.64117863756768,19.7292963312175,14.0881176936498,0.955747802014785,0.5,1,"ridge",0.738802639188012,303,251,TRUE
"1.2:0.75","1.2",0.75,148,129,9.64823053247349,4.9942940662647,20.2306659127429,15.2363718464782,9.74502231938864,5.04484607370022,20.3152189270706,15.2703728533704,0.997773400347283,0.5,1,"ridge",-0.495605865326695,303,251,TRUE
"2.2:0.25","2.2",0.25,15,12,16.4840445127684,8.70289323282178,23.9044656352977,15.2015724024759,16.547952100489,8.84512814350884,24.0559532670858,15.210825123577,0.999391701566095,0.5,1,"ridge",2.06822930229478,26,22,TRUE
"2.2:0.5","2.2",0.5,135,127,14.8870989154292,10.3035527036384,21.0397458845457,10.7361931809073,14.9586343623802,10.3270645222934,21.15966308789,10.8325985655966,0.991100437803034,0.5,1,"ridge",2.26090151414147,289,224,TRUE
"2.2:0.75","2.2",0.75,135,127,14.1915105075856,9.15079129053746,20.88373586212,11.7329445715825,14.4496045233603,9.18199563335218,21.1629303840844,11.9809347507323,0.979301266194226,0.5,1,"ridge",1.2711400044477,289,224,TRUE
"1.Missing:0.25","1.Missing",0.25,3,6,8.29899788873642,3.74830856877701,17.6025920853016,13.8542835165246,7.87529701155584,2.961193421636,18.2088013904831,15.2476079688471,0.908620128798609,0.5,1,"ridge",4.05400464921979,11,15,TRUE
"1.Missing:0.5","1.Missing",0.5,3,6,9.98010073530606,6.13212830460885,19.4370831849389,13.30495488033,9.81523905357459,5.42839111881068,19.3910633240462,13.9626722052355,0.952894595301116,0.5,1,"ridge",1.24244696734243,11,15,TRUE
"1.Missing:0.75","1.Missing",0.75,3,6,9.71332801360595,5.18916809667975,20.2113186407197,15.0221505440399,9.79568404899913,5.22540494036033,20.2918069602071,15.0664020198468,0.9970629035553,0.5,1,"ridge",-0.425146511396202,11,15,TRUE
"2.Missing:0.25","2.Missing",0.25,9,7,13.6634557432581,7.22028942630193,19.7956910712276,12.5754016449257,13.4428839173667,7.22576944604215,19.8826595513659,12.6568901053237,0.993561731221496,0.5,1,"ridge",5.06773080252457,18,9,TRUE
"2.Missing:0.5","2.Missing",0.5,9,7,14.2801237950549,8.67541420190936,20.121495730152,11.4460815282427,14.1487416698889,8.63365000946142,20.1884297494304,11.554779739969,0.990592792405176,0.5,1,"ridge",4.07860731151321,18,9,TRUE
"1.1:0.25","1.1",0.25,110,76,8.15660533107384,4.00720889281071,17.8996774022418,13.8924685094311,8.08820517040047,3.4214213936027,18.1802488738303,14.7588274802276,0.941298929609607,0.5,1,"lasso",3.4293102722694,189,150,TRUE
"1.1:0.5","1.1",0.5,136,78,12.098089560091,7.68628659506889,17.8656239321903,10.1793373371214,12.125861940991,7.73243926163109,17.5648962010889,9.83245693945782,1.03527911688802,0.5,1,"lasso",-0.686034459599693,279,164,TRUE
"1.1:0.75","1.1",0.75,110,76,9.64631263050618,5.06581830895033,20.2853930772354,15.2195747682851,9.76690468039652,5.12251951307362,20.3052808861606,15.182761373087,1.00242468377744,0.5,1,"lasso",-0.495481233491997,189,150,TRUE
"2.1:0.25","2.1",0.25,134,99,16.0100139453509,8.68676228503046,22.9925669663536,14.3058046813231,16.1021662868848,8.91077715671069,23.4121256712673,14.5013485145566,0.986515472472288,0.5,1,"lasso",2.62365341198011,261,180,TRUE
"2.1:0.5","2.1",0.5,134,99,17.0677542976916,8.56572077288684,24.5446396225969,15.97891884971,17.1778782483291,8.56128356686098,25.2779073019766,16.7166237351156,0.955869983251704,0.5,1,"lasso",0.799651936293724,261,180,TRUE
"2.1:0.75","2.1",0.75,134,99,16.2711818186103,8.05569605583176,25.2481658167808,17.1924697609491,16.6833317306107,7.91087235521387,26.0879917669646,18.1771194117507,0.945830269995084,0.5,1,"lasso",-0.440730426402602,261,180,TRUE
"1.2:0.25","1.2",0.25,148,129,9.00761016375908,5.11707320813873,18.5471517200187,13.43007851188,8.89419351990079,4.39348226929916,18.361911191349,13.9684289220498,0.961459487450305,0.5,1,"lasso",2.45448989661924,303,251,TRUE
"1.2:0.5","1.2",0.5,148,129,10.164722329729,6.46825896172645,19.635427979964,13.1671690182375,10.0345557790865,5.64117863756768,19.7292963312175,14.0881176936498,0.934629402206982,0.5,1,"lasso",0.760738503538667,303,251,TRUE
"1.2:0.75","1.2",0.75,148,129,9.61415321981208,4.97322719531818,20.3010286277246,15.3278014324064,9.74502231938864,5.04484607370022,20.3152189270706,15.2703728533704,1.00376078433628,0.5,1,"lasso",-0.529683177988108,303,251,TRUE
"2.2:0.25","2.2",0.25,15,12,16.4772585567918,8.71130778009455,23.5120219505154,14.8007141704209,16.547952100489,8.84512814350884,24.0559532670858,15.210825123577,0.973038217859698,0.5,1,"lasso",2.06144334631817,26,22,TRUE
"2.2:0.5","2.2",0.5,135,127,14.9943816888999,10.4274897934624,21.4280873366707,11.0005975432082,14.9586343623802,10.3270645222934,21.15966308789,10.8325985655966,1.01550864980312,0.5,1,"lasso",2.36818428761211,289,224,TRUE
"2.2:0.75","2.2",0.75,135,127,14.2030128053434,9.20162680905963,21.060385104661,11.8587582956013,14.4496045233603,9.18199563335218,21.1629303840844,11.9809347507323,0.989802427133371,0.5,1,"lasso",1.2826423022055,289,224,TRUE
"1.Missing:0.25","1.Missing",0.25,3,6,7.93180496635113,3.51803885250771,17.8028493238354,14.2848104713276,7.87529701155584,2.961193421636,18.2088013904831,15.2476079688471,0.936855833420782,0.5,1,"lasso",3.68681172683449,11,15,TRUE
"1.Missing:0.5","1.Missing",0.5,3,6,9.96289393028145,6.27630186250976,19.350162937476,13.0738610749663,9.81523905357459,5.42839111881068,19.3910633240462,13.9626722052355,0.936343765920684,0.5,1,"lasso",1.22524016231782,11,15,TRUE
"1.Missing:0.75","1.Missing",0.75,3,6,9.68871928456009,5.18846121066417,20.2644220563446,15.0759608456804,9.79568404899913,5.22540494036033,20.2918069602071,15.0664020198468,1.00063444648702,0.5,1,"lasso",-0.449755240442061,11,15,TRUE
"2.Missing:0.25","2.Missing",0.25,9,7,13.4986745941376,7.19640389894194,19.5976927318563,12.4012888329144,13.4428839173667,7.22576944604215,19.8826595513659,12.6568901053237,0.979805365276749,0.5,1,"lasso",4.90294965340412,18,9,TRUE
"2.Missing:0.5","2.Missing",0.5,9,7,14.2427642525074,8.7242270882168,20.0036349327289,11.2794078445121,14.1487416698889,8.63365000946142,20.1884297494304,11.554779739969,0.976168139795486,0.5,1,"lasso",4.04124776896573,18,9,TRUE
